"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=467"">7:47</a> ㄹㅇ 이거는 아빠 취했을떼 감당안되는 거랑 비슷한데 ㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=515"">8:35</a><br>ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 공룡님은 취하시면 안될거 같아요..ㅋㅋㅋㅋㅋㅋㅋ 적당히 마시십시오ㅋㅋㅋㅋㅋㅋㅋ 그래도 덕분에 레전드 썰이 하나 더 추가됐네요ㅋㅋㅋㅋㅋ👍"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=517"">8:37</a> 오히려 구구님이 아프셔야 하는 거 아니에욬ㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=518"">8:38</a> 레전드 발언의 등장<br>듣자마자 정말 귀를 의심했습니다.. ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=518"">8:38</a> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 공뇽이 아파용~~~"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=519"">8:39</a> 예전에 <b>파이링 귀여웡~</b> 했었다는거 생각나네 ㅋㅋㅋㅋ 이왜진"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=519"">8:39</a> ㅋㅋㅋㅋㅋㅋㅋ 무의식중에 어떻게 저런 말이 나올 수 있는거죠? ㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=523"">8:43</a> 공룡이 아파용~❤<br>어리광피우는것 같아서 귀엽닼ㅋㅎㅋㅎ"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=529"">8:49</a> 정말 술많이 먹으셨네...."
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=546"">9:06</a> 꿈속에서 누구한테 맞으셨나….?"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=566"">9:26</a> 사죄하는 공룡님 ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=602"">10:02</a><br>아이고.."
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=615"">10:15</a> 확인사살"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=622"">10:22</a> 애들을~ 지켜야 돼~"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=629"">10:29</a> 앜ㅋㅋㅋㅋㅋ아웃트로 무슨일이에요 진짜 귀여운데 웃픈 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=87"">1:27</a> 오! 위대하신 김일영동지!"
"<a href=""https://www.youtube.com/watch?v=_-VvS9m6UXo&amp;t=9"">0:09</a> 일단 그게 저구요 ㅋㅋ 공룡님 영상 시작부터 냅다 ㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=-eGt5zgrxeU&amp;t=1109"">18:29</a> 사투리 치인다...."
"<a href=""https://www.youtube.com/watch?v=-eGt5zgrxeU&amp;t=307"">5:07</a> 아ㅠㅠㅠㅠㅠ 이름부터 음침하다는거 진짜 왤케 웃기지"
"<a href=""https://www.youtube.com/watch?v=-eGt5zgrxeU&amp;t=328"">5:28</a> 미치겠네 이부분 ㅋㅋㅋㅋㅋㅋㅋ 웃음을 멈출수가 없다"
"<a href=""https://www.youtube.com/watch?v=-eGt5zgrxeU&amp;t=494"">8:14</a> ㄹㅈㄷ 호들갑..."
"<a href=""https://www.youtube.com/watch?v=-eGt5zgrxeU&amp;t=59"">0:59</a> 촬영은 성공했으나 어디 인지 모르는게 킬포네요ㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=-eGt5zgrxeU&amp;t=793"">13:13</a>"
"<a href=""https://www.youtube.com/watch?v=-eGt5zgrxeU&amp;t=840"">14:00</a>  역쉬 덕님 열심열심"
"<a href=""https://www.youtube.com/watch?v=-eGt5zgrxeU&amp;t=939"">15:39</a><br><br><a href=""https://www.youtube.com/watch?v=-eGt5zgrxeU&amp;t=1107"">18:27</a>"
"<a href=""https://www.youtube.com/watch?v=-eGt5zgrxeU&amp;t=940"">15:40</a> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=0Su62VPQ2MY&amp;t=1350"">22:30</a>그렇게 라이카를 발사 시키기 위한 위대한 준비과정이 탄생했다..."
"<a href=""https://www.youtube.com/watch?v=0Su62VPQ2MY&amp;t=1361"">22:41</a>"
"<a href=""https://www.youtube.com/watch?v=0Su62VPQ2MY&amp;t=1692"">28:12</a>펑!<br>ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋz"
"<a href=""https://www.youtube.com/watch?v=0Su62VPQ2MY&amp;t=309"">5:09</a>"
"<a href=""https://www.youtube.com/watch?v=0Su62VPQ2MY&amp;t=413"">6:53</a> 아이고 ㅠㅠㅠㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br><a href=""https://www.youtube.com/watch?v=0Su62VPQ2MY&amp;t=744"">12:24</a>ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  반응ㅋㅋㅋㅋㅋㅋㅋㅋㅋ<a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZNanDOiJ_9EP-_60oAQ""></a>"
"<a href=""https://www.youtube.com/watch?v=0Su62VPQ2MY&amp;t=536"">8:56</a> 그 필요없는 애가 뜰님 기지에가서 인간 토템이 되어 뜰님 5성급이.... 씁... 5개쯤 있다면 믿으시겠습니까?ㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=0Su62VPQ2MY&amp;t=750"">12:30</a>  개웃기넼ㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=0Su62VPQ2MY&amp;t=752"">12:32</a> 유하"
"<a href=""https://www.youtube.com/watch?v=0Su62VPQ2MY&amp;t=790"">13:10</a> 이와중에 웃음소리 카와이.."
"<a href=""https://www.youtube.com/watch?v=0Su62VPQ2MY&amp;t=905"">15:05</a> 무지성 비트박스"
"<a href=""https://www.youtube.com/watch?v=6mr0V7IhY8c&amp;t=133"">2:13</a> <a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZOOpDOiJ_9EP-_60oAQ""></a>"
"<a href=""https://www.youtube.com/watch?v=6mr0V7IhY8c&amp;t=15"">0:15</a> 아하"
"<a href=""https://www.youtube.com/watch?v=6mr0V7IhY8c&amp;t=1734"">28:54</a>"
"<a href=""https://www.youtube.com/watch?v=6mr0V7IhY8c&amp;t=2018"">33:38</a>초에 공룡님 땅이 먹히는게 아니라 잠뜰님 땅이 먹히는 거임"
"<a href=""https://www.youtube.com/watch?v=6VcMRzM7ltQ&amp;t=100"">1:40</a> 이거 마크에서 제일 레어한 바이옴이에요"
"<a href=""https://www.youtube.com/watch?v=6VcMRzM7ltQ&amp;t=1154"">19:14</a> 코마님 분노 찐텐표출 악센트에 억울함 비극 후회 속상 유튭각망함의 심정이 다 나와있는ㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=6VcMRzM7ltQ&amp;t=1216"">20:16</a><br>앞에 기획, 제작 각별 해놓고 뒤에 버그 : 각별 해 놓는 거 왤케 웃기죠ㅋㄱㅋㄱ"
"<a href=""https://www.youtube.com/watch?v=6VcMRzM7ltQ&amp;t=1222"">20:22</a> 엔딩 크레딧에 버그 각별, 공룡 문명 (예엥), 구경 플래그, 코마야 미안하다 뭔데ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=6VcMRzM7ltQ&amp;t=1254"">20:54</a> 코마는 이 일을 기억할 것입니다"
"<a href=""https://www.youtube.com/watch?v=6VcMRzM7ltQ&amp;t=1255"">20:55</a> 끝까지 약 올리는 공룡 폼 미쳤다ㅋㅋㅋㅋㅋㅋ (근데 진짜 맞는말임)"
"<a href=""https://www.youtube.com/watch?v=6VcMRzM7ltQ&amp;t=1259"">20:59</a> to 코마 ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=6VcMRzM7ltQ&amp;t=345"">5:45</a> 당연한듯 밤샌 뜰님과 놀랍게도 8시에 일어난 룡님의 대화<br>개좋아"
"<a href=""https://www.youtube.com/watch?v=6VcMRzM7ltQ&amp;t=79"">1:19</a> <a href=""https://www.youtube.com/watch?v=6VcMRzM7ltQ&amp;t=30"">0:30</a>"
"<a href=""https://www.youtube.com/watch?v=6VcMRzM7ltQ&amp;t=82"">1:22</a>"
"<a href=""https://www.youtube.com/watch?v=7n94pNJXbIs&amp;t=1045"">17:25</a>"
"<a href=""https://www.youtube.com/watch?v=7n94pNJXbIs&amp;t=1140"">19:00</a>"
"<a href=""https://www.youtube.com/watch?v=7n94pNJXbIs&amp;t=141"">2:21</a> 갈색판다 뭐임?"
"<a href=""https://www.youtube.com/watch?v=7n94pNJXbIs&amp;t=142"">2:22</a> 갈색 판다 있는데요..?"
"<a href=""https://www.youtube.com/watch?v=7n94pNJXbIs&amp;t=142"">2:22</a> 갈색판다"
"<a href=""https://www.youtube.com/watch?v=7n94pNJXbIs&amp;t=142"">2:22</a> 갈색판다 뭐지? ㅋㅋ<br>낮은 확률로 나온다 했는데"
"<a href=""https://www.youtube.com/watch?v=7n94pNJXbIs&amp;t=1461"">24:21</a> 여우가 범에 허리를 끊었다.."
"<a href=""https://www.youtube.com/watch?v=APMoUwfdKF4&amp;t=1358"">22:38</a> WoW"
"<a href=""https://www.youtube.com/watch?v=APMoUwfdKF4&amp;t=1362"">22:42</a> 와아 공룡님 그림이다아ㅋㅋㅋㅋ 피카소, 반 고흐, 미켈란젤로, 공룡 레츠고"
"<a href=""https://www.youtube.com/watch?v=APMoUwfdKF4&amp;t=1380"">23:00</a> ㅋㅋㅋㅋ뭘봐"
"<a href=""https://www.youtube.com/watch?v=APMoUwfdKF4&amp;t=303"">5:03</a> ㅋㅋㅋㅋㅋ 개오랜만ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=APMoUwfdKF4&amp;t=369"">6:09</a> 참고:달러가 아니라 유로다"
"<a href=""https://www.youtube.com/watch?v=APMoUwfdKF4&amp;t=460"">7:40</a> …엘리멘탈?"
"<a href=""https://www.youtube.com/watch?v=APMoUwfdKF4&amp;t=597"">9:57</a> 저 우는 여인 특유의 눈동자에서 진짜 피카소같다고 느껴버림;"
"<a href=""https://www.youtube.com/watch?v=APMoUwfdKF4&amp;t=632"">10:32</a> 동그란 맘속에 피어난 How is the life."
"<a href=""https://www.youtube.com/watch?v=APMoUwfdKF4&amp;t=843"">14:03</a>초에 좀 쩔었다요"
"<a href=""https://www.youtube.com/watch?v=aTzI9mpyaYM&amp;t=797"">13:17</a> 이거 앵무새가 알려줘버려서 코마가 알아내버렸었는데.... 아쉽"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1"">0:01</a> 누구보다 빠르게 남들과는 다르게 색다르게 영상을 무려 녹화한지 14일 뒤에 유튜브에 올리는 공룡님"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=126"">2:06</a><br><a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=140"">2:20</a><br><a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=178"">2:58</a><br><a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=254"">4:14</a><br><a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=301"">5:01</a><br><a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=603"">10:03</a><br><a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=994"">16:34</a><br><a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1596"">26:36</a><br><a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1707"">28:27</a><br><a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=2245"">37:25</a>"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=140"">2:20</a> 아 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=143"">2:23</a> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 초반부터 개웃겨"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1594"">26:34</a> 어 엄마 왜그래 왜 화나써 ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1597"">26:37</a> 공룡님 놀라는거 커엽어~~~!!"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1679"">27:59</a> 이걸 바로 예측하는 쫄ㄹ...아니 갓룡 그는 도대체..."
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1725"">28:45</a> 진짜 개깜놀ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=176"">2:56</a> 공룡님 덕분에 한첨 웃었네욬ㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=178"">2:58</a> 공룡님 놀람 그리고 나도 놀람"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=178"">2:58</a>~<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=179"">2:59</a>때놀라셔서 저도 놀람ㅋㅋㅋ 플레이 하는 사람도 놀라고 보는 사람도 놀라넼ㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=178"">2:58</a>에 나도 개 깜짝놀랬눜ㅋㅋㅋㅋ<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=254"">4:14</a>도 안깜짝놀라는데 룡님이 소리질러서 나도 깜짝 놀랬눜ㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1938"">32:18</a> 아ㅠ 깜짝이야ㅠㅠ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1985"">33:05</a> 진짜 반응혜자넼ㅋㅋㄱㅋㄱㅋㅋ거미가 왜 이렇게 뛰어!!!이쒸 ㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=2037"">33:57</a> 그놈의 일부가 되고 말거야 라고 하는거보면 죽은 허기원랑 마미랑 여러 보스들 합체시키는거 아니야?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=2057"">34:17</a> 뭐야 이거 코렐라인이였어??"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=211"">3:31</a> “그 발언”"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=2153"">35:53</a> 운터메세지다!"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=2245"">37:25</a> 베리 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=2248"">37:28</a> 배리ㅁㅊㅋㅋㅋㅋㅋㅋㅋ나도 네곁으로 간다!!!ㅋㅋㄱㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=2345"">39:05</a> 으아억 귀요워어ㅠㅠ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=247"">4:07</a> 플래그 on <a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=255"">4:15</a> 사라짐ㅋㅋㅋ <a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=261"">4:21</a> ㄱㅇㅇ <a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1407"">23:27</a> 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋ개싫어ㅋㅋㅋ <a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1597"">26:37</a> 룡님이랑 같이 놀람ㅠㅋㅋㅋㅋㅋㅋㅋ <a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1680"">28:00</a> 오 여기 숨어있음 되겠다! <a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=1685"">28:05</a> 어 아니네 미션깨는용도구만ㅋㅋㅋㅋ <a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=2011"">33:31</a> 니가 더 빨랐구나 그래ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=254"">4:14</a>에 소리 지르셔서 저도 놀랐잖아욬ㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=260"">4:20</a> 이래서 어디 구덩이 근처에 있으면 안되는거..ㅋㅋㅋㅋ<br><br>아 이거 생방 볼려다가 집에 혼자 있었을때라 편집본 기다렸는데 드뎌..!!"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=319"">5:19</a> 엄마 ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Cuy54hhASlA&amp;t=577"">9:37</a> 딩동댕 하는거 개웃기네 ㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=FTJgp470XRw&amp;t=327"">5:27</a>  아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=FTJgp470XRw&amp;t=328"">5:28</a> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 유물 버림받음"
"<a href=""https://www.youtube.com/watch?v=FTJgp470XRw&amp;t=415"">6:55</a> 너무 정확했다."
"<a href=""https://www.youtube.com/watch?v=FTJgp470XRw&amp;t=426"">7:06</a> 와아 쿠키 영상이다아ㅋㅋㅋ 쿠키 영상 없었으면 살짝콩 아쉬웠을지도?ㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=g4GmhKDgvks&amp;t=122"">2:02</a> 농님 넘 기여어😢"
"<a href=""https://www.youtube.com/watch?v=g4GmhKDgvks&amp;t=249"">4:09</a> 이사람들 다 생각하는게 똑같아.. 가장 다시 많이본 장면"
"<a href=""https://www.youtube.com/watch?v=g4GmhKDgvks&amp;t=270"">4:30</a>  아니 와 ㅋㅋㅋㅋ 애니메이션 갈수록 퀄리티가… 풀영상이 좋아서 생방으로 보는데 그냥 영상보는맛도 있다ㅋㅋ 대박 짱이예요"
"<a href=""https://www.youtube.com/watch?v=g4GmhKDgvks&amp;t=285"">4:45</a> (불)효 로록"
"<a href=""https://www.youtube.com/watch?v=g4GmhKDgvks&amp;t=346"">5:46</a> 공룡님이 단순한 사람이라고 느껴진 모먼트"
"<a href=""https://www.youtube.com/watch?v=g4GmhKDgvks&amp;t=376"">6:16</a> 병아리?"
"<a href=""https://www.youtube.com/watch?v=g4GmhKDgvks&amp;t=62"">1:02</a> 아니 진짜ㅋㅋㅋㅋㅋㅋㅋ 처음부터 그냥 판매원 아니냐고요"
"<a href=""https://www.youtube.com/watch?v=Gmrl9La2A0c&amp;t=2"">0:02</a> 그대들은 언제까지 그대로일 것인가ㅋㅋㅋㅋㅋ 센스미쵸요 진짜 ㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=Gmrl9La2A0c&amp;t=43"">0:43</a><br>ㅋㅋㅋㅋㅋ 안경이 눈물인 줄 알고 착각했어요ㅋㅋㅋㅋㅋ 그래서 저렇게 진지한데 왜 눈물을 흘리는지 이해하지 못했는데 자세히 보니까 안경이네요!ㅋㅋㅋ👍"
